date,team_1,team_2,_map,result_1,result_2,map_winner,
2017-11-14,Tainted Minds,Athletico,Cache,13,16,2,
2017-11-14,pro100,EPG,Inferno,10,16,2,
2017-11-14,pro100,EPG,Nuke,16,1,1,
2017-11-14,Spirit Academy,Sherifi,Train,16,9,1,
2017-11-14,Athletico,Riotous,Cobblestone,4,16,2,
2017-11-14,SIN,Legacy,Overpass,14,16,2,
2017-11-14,Grayhound,Dark Sided,Mirage,16,9,1,
2017-11-14,Spirit Academy,Valiance,Nuke,8,16,2,
2017-11-14,Corvidae,Tainted Minds,Cobblestone,1,16,2,
2017-11-14,Legacy,SYF,Cache,13,16,2,
2017-11-14,Dark Sided,Masterminds,Inferno,16,12,1,
2017-11-14,SetToDestroyX,Naventic,Overpass,6,16,2,
2017-11-14,SetToDestroyX,Naventic,Cobblestone,14,16,2,
2017-11-14,SoaR,Beacon,Overpass,16,11,1,
2017-11-14,SoaR,Beacon,Cache,16,9,1,
2017-11-14,Heroic,Virtus.pro,Nuke,16,14,1,
2017-11-14,SetToDestroyX,Naventic,Train,16,7,1,
2017-11-14,Fragsters,eXtatus,Mirage,5,16,2,
2017-11-14,Cloud9,TheMongolz,Mirage,16,9,1,
2017-11-14,Fragsters,eXtatus,Nuke,16,12,1,
2017-11-14,AGO,Singularity,Mirage,13,16,2,
2017-11-14,AGO,Singularity,Train,16,6,1,
2017-11-14,AGO,Singularity,Cobblestone,16,8,1,
2017-11-14,Envy,TheMongolz,Cache,16,12,1,
2017-11-14,Virtus.pro,SJ,Inferno,16,12,1,
2017-11-14,Virtus.pro,SJ,Cobblestone,19,15,1,
2017-11-14,Valiance,ALTERNATE aTTaX,Cache,16,9,1,
2017-11-14,Ghost,OpTic,Inferno,4,16,2,
2017-11-14,NiP,SK,Cobblestone,13,16,2,
2017-11-14,Cloud9,Astralis,Train,16,6,1,
2017-11-14,Space Soldiers,aAa,Cobblestone,7,16,2,
2017-11-14,passions,Acapella,Mirage,16,6,1,
2017-11-14,Fragsters,eXtatus,Train,11,16,2,
2017-11-14,Space Soldiers,aAa,Overpass,16,6,1,
2017-11-14,Virtus.pro,Heroic,Inferno,4,16,2,
2017-11-14,Envy,SK,Cobblestone,20,22,2,
2017-11-14,NiP,Astralis,Overpass,16,11,1,
2017-11-14,Dream,exceL,Mirage,10,16,2,
2017-11-14,ALTERNATE aTTaX,Spirit Academy,Train,16,10,1,
2017-11-14,OpTic,Ghost,Nuke,16,10,1,
2017-11-14,Space Soldiers,aAa,Cache,16,3,1,
2017-11-13,EnVyUs Academy,pro100,Nuke,5,16,2,
2017-11-13,Renegades,Cloud9,Train,16,19,2,
2017-11-13,AGO,Vexed,Cobblestone,16,10,1,
2017-11-13,Corvidae,Athletico,Cobblestone,16,12,1,
2017-11-13,Legacy,Conspiracy,Mirage,16,5,1,
2017-11-13,Ghost,Rise Nation,Train,10,16,2,
2017-11-13,Renegades,Cloud9,Mirage,6,16,2,
2017-11-13,ex-Denial,Gorilla Core,Overpass,16,3,1,
2017-11-13,ex-Morior Invictus,GX,Train,16,13,1,
2017-11-13,Complexity,Rise Nation,Mirage,12,16,2,
2017-11-13,Complexity,Rise Nation,Train,16,6,1,
2017-11-13,Complexity,Rise Nation,Inferno,14,16,2,
2017-11-13,Samurai,GlockWork,Cache,16,10,1,
2017-11-13,Samurai,GlockWork,Mirage,16,9,1,
2017-11-13,AGO,Valiance,Inferno,16,11,1,
2017-11-13,AGO,Valiance,Cobblestone,16,10,1,
2017-11-13,Ghost,Rise Nation,Nuke,4,16,2,
2017-11-13,Epsilon,BX3,Cache,19,17,1,
2017-11-13,roughtimes,Orion,Train,9,16,2,
2017-11-13,Fragsters,Tricked,Cobblestone,14,16,2,
2017-11-13,Fragsters,Tricked,Inferno,16,8,1,
2017-11-13,SEAL,Singularity,Train,5,16,2,
2017-11-13,Fragsters,Tricked,Nuke,16,4,1,
2017-11-13,Kinguin,Seed,Inferno,16,11,1,
2017-11-13,Kinguin,Seed,Mirage,16,9,1,
2017-11-13,TTFU,Squared,Cache,14,16,2,
2017-11-13,roughtimes,Orion,Mirage,5,16,2,
2017-11-13,Epsilon,Squared,Train,16,11,1,
2017-11-13,Spotnet,Bpro,Nuke,12,16,2,
2017-11-13,Spotnet,Bpro,Cache,19,17,1,
2017-11-13,Spotnet,Bpro,Train,9,16,2,
2017-11-13,Conquer,SJ,Cache,16,12,1,
2017-11-13,Conquer,SJ,Overpass,16,3,1,
2017-11-12,HellRaisers,Red Reserve,Mirage,16,7,1,
2017-11-12,Masterminds,Corvidae,Train,16,12,1,
2017-11-12,Masterminds,Corvidae,Cache,13,16,2,
2017-11-12,AGO,ARES,Train,16,7,1,
2017-11-12,AGO,ARES,Cobblestone,16,2,1,
2017-11-12,LDLC,Royal Bandits,Nuke,16,4,1,
2017-11-12,LDLC,Royal Bandits,Mirage,16,9,1,
2017-11-12,HellRaisers,Red Reserve,Overpass,16,5,1,
2017-11-12,aAa,Seed,Train,13,16,2,
2017-11-12,Kinguin,North Academy,Cobblestone,5,16,2,
2017-11-12,Kinguin,North Academy,Overpass,8,16,2,
2017-11-12,FlipSid3,SJ,Train,12,16,2,
2017-11-12,FlipSid3,SJ,Inferno,6,16,2,
2017-11-12,Nexus,forZe,Train,13,16,2,
2017-11-12,aAa,Seed,Overpass,14,16,2,
2017-11-12,LDLC,North Academy,Cobblestone,14,16,2,
2017-11-12,LDLC,North Academy,Overpass,2,16,2,
2017-11-12,Athletico,Conspiracy,Mirage,16,10,1,
2017-11-12,Renegades,Liquid,Train,12,16,2,
2017-11-12,Nexus,forZe,Mirage,16,10,1,
2017-11-12,Splyce,CLG,Train,16,14,1,
2017-11-12,Space Soldiers,Seed,Mirage,16,9,1,
2017-11-12,Luminosity,NRG,Train,17,19,2,
2017-11-12,NRG,Immortals,Inferno,16,0,1,
2017-11-12,Liquid,Renegades,Cobblestone,4,16,2,
2017-11-12,Ghost,Complexity,Train,11,16,2,
2017-11-12,Misfits,Cloud9,Cache,16,13,1,
2017-11-12,Luminosity,Rogue,Cache,19,15,1,
2017-11-12,Immortals,NRG,Overpass,4,16,2,
2017-11-12,Nexus,forZe,Cobblestone,10,16,2,
2017-11-12,Cloud9,Misfits,Train,16,11,1,
2017-11-12,CLG,Splyce,Cache,4,16,2,
2017-11-12,Complexity,Ghost,Cobblestone,10,16,2,
2017-11-12,Rogue,Luminosity,Inferno,11,16,2,
2017-11-12,CLG,Misfits,Cache,7,16,2,
2017-11-12,Renegades,Cloud9,Mirage,16,14,1,
2017-11-12,OpTic,Liquid,Mirage,9,16,2,
2017-11-12,Space Soldiers,Seed,Cobblestone,22,20,1,
2017-11-12,Masterminds,Corvidae,Mirage,16,11,1,
2017-11-12,AGO,HellRaisers,Cobblestone,16,3,1,
2017-11-12,GX,Tempo Storm,Cobblestone,16,11,1,
2017-11-12,Renegades,OpTic,Overpass,16,7,1,
2017-11-12,Renegades,OpTic,Cache,16,7,1,
2017-11-12,Space Soldiers,North Academy,Train,14,16,2,
2017-11-12,Space Soldiers,North Academy,Cobblestone,15,19,2,
2017-11-12,Gale Force,Isurus,Inferno,8,16,2,
2017-11-12,Gale Force,Isurus,Overpass,7,16,2,
2017-11-12,Ghost,CLG Green,Inferno,16,9,1,
2017-11-12,Ghost,CLG Green,Cobblestone,16,6,1,
2017-11-12,Ghost,CLG Green,Train,9,16,2,
2017-11-12,Rise Nation,Rogue,Train,16,11,1,
2017-11-12,Rise Nation,Rogue,Inferno,16,10,1,
2017-11-12,Rise Nation,Rogue,Mirage,7,16,2,
2017-11-12,Luminosity,GX,Train,16,9,1,
2017-11-12,Luminosity,GX,Cache,9,16,2,
2017-11-12,Liquid,Cloud9,Cobblestone,11,16,2,
2017-11-12,Liquid,Cloud9,Overpass,5,16,2,
2017-11-12,AGO,HellRaisers,Cache,5,16,2,
2017-11-12,GX,Tempo Storm,Train,14,16,2,
2017-11-12,Luminosity,GX,Inferno,14,16,2,
2017-11-12,GX,Tempo Storm,Inferno,16,4,1,
2017-11-12,NRG,Cloud9,Mirage,9,16,2,
2017-11-12,AGO,HellRaisers,Overpass,16,11,1,
2017-11-12,CLG Green,Splyce,Inferno,16,13,1,
2017-11-12,eXtatus,eSuba,Nuke,16,13,1,
2017-11-12,eXtatus,eSuba,Inferno,20,22,2,
2017-11-12,maskinisterna,TOXIC,Cobblestone,6,16,2,
2017-11-12,maskinisterna,TOXIC,Mirage,16,14,1,
2017-11-12,maskinisterna,TOXIC,Train,13,16,2,
2017-11-12,eXtatus,eSuba,Mirage,16,4,1,
2017-11-12,Misfits,OpTic,Overpass,10,16,2,
2017-11-12,North Academy,AGO,Train,16,7,1,
2017-11-12,North Academy,AGO,Overpass,7,16,2,
2017-11-12,Bushido Boyz,Rogue,Mirage,4,16,2,
2017-11-12,Bushido Boyz,Rogue,Inferno,9,16,2,
2017-11-12,North Academy,AGO,Cache,16,8,1,
2017-11-12,Liquid,Cloud9,Inferno,16,3,1,
2017-11-12,CLG Green,Splyce,Train,16,12,1,
2017-11-11,Kinguin,TEAM5,Cobblestone,16,5,1,
2017-11-11,forZe,MVP PK,Inferno,16,11,1,
2017-11-11,forZe,MVP PK,Train,16,5,1,
2017-11-11,Gambit,Heroic,Train,11,16,2,
2017-11-11,Gambit,Heroic,Mirage,16,14,1,
2017-11-11,Gambit,Heroic,Nuke,7,16,2,
2017-11-11,FaZe,G2,Mirage,16,14,1,
2017-11-11,Kinguin,TEAM5,Mirage,16,2,1,
2017-11-11,G2,FaZe,Cache,12,16,2,
2017-11-11,Endpoint,Epsilon,Nuke,16,14,1,
2017-11-11,Renegades,Luminosity,Cache,16,8,1,
2017-11-11,Eclipse,forZe,Inferno,10,16,2,
2017-11-11,Prophecy,Infused,Cobblestone,12,16,2,
2017-11-11,Eclipse,forZe,Cobblestone,11,16,2,
2017-11-11,Luminosity,NRG,Train,5,16,2,
2017-11-11,OpTic,Cloud9,Inferno,16,10,1,
2017-11-11,Cloud9,OpTic,Mirage,9,16,2,
2017-11-11,ex-Morior Invictus,Beacon,Nuke,5,16,2,
2017-11-11,Renegades,CLG,Cobblestone,16,3,1,
2017-11-11,Chiefs,Nexus,Mirage,13,16,2,
2017-11-11,Chiefs,Nexus,Overpass,6,16,2,
2017-11-11,CLG,Renegades,Mirage,12,16,2,
2017-11-11,Complexity,Misfits,Mirage,16,4,1,
2017-11-11,OpTic,Renegades,Train,16,6,1,
2017-11-11,NRG,Luminosity,Inferno,16,2,1,
2017-11-11,Misfits,Complexity,Nuke,16,7,1,
2017-11-11,Renegades,OpTic,Mirage,12,16,2,
2017-11-11,teamasd,North Academy,Cobblestone,2,16,2,
2017-11-11,Space Jam,GameAgents,Mirage,13,16,2,
2017-11-11,ARES,Singularity,Inferno,16,12,1,
2017-11-11,Royal Bandits,SEAL,Overpass,16,7,1,
2017-11-11,MAD Lions,Ramboot,Mirage,8,16,2,
2017-11-11,Liquid,Misfits,Cache,19,17,1,
2017-11-11,Seed,PRIDE,Mirage,6,16,2,
2017-11-11,Seed,PRIDE,Cache,19,16,1,
2017-11-11,CLG,OpTic,Train,13,16,2,
2017-11-11,Natus Vincere,FaZe,Nuke,22,19,1,
2017-11-11,Method,Reason,Mirage,13,16,2,
2017-11-11,fnatic,G2,Inferno,16,11,1,
2017-11-11,Envy,NiP,Cobblestone,16,12,1,
2017-11-11,Astralis,mousesports,Inferno,12,16,2,
2017-11-11,BIG,North,Overpass,9,16,2,
2017-11-11,LDLC,Heroic,Overpass,6,16,2,
2017-11-11,Cloud9,NRG,Mirage,16,5,1,
2017-11-11,MAD Lions,Ramboot,Overpass,16,13,1,
2017-11-11,Seed,PRIDE,Cobblestone,16,14,1,
2017-11-11,MAD Lions,Ramboot,Cache,9,16,2,
2017-11-11,GODSENT,HellRaisers,Cache,8,16,2,
2017-11-11,HellRaisers,GODSENT,Cobblestone,16,2,1,
2017-11-11,Bpro,aAa,Overpass,2,16,2,
2017-11-11,G2,fnatic,Cobblestone,9,16,2,
2017-11-11,FaZe,Natus Vincere,Overpass,16,6,1,
2017-11-11,mousesports,Astralis,Nuke,5,16,2,
2017-11-11,North,BIG,Cobblestone,16,8,1,
2017-11-11,SJ,Valiance,Cache,16,0,1,
2017-11-11,EnVyUs Academy,exceL,Nuke,16,8,1,
2017-11-11,NiP,Envy,Train,19,15,1,
2017-11-11,Heroic,LDLC,Nuke,19,17,1,
2017-11-11,Red Reserve,Fragsters,Mirage,16,11,1,
2017-11-10,LFAO,Gorilla Core,Overpass,10,16,2,
2017-11-10,subtLe,Bushido Boyz,Overpass,16,4,1,
2017-11-10,Naventic,ex-Denial,Cache,16,12,1,
2017-11-10,Iceberg,Bushido Boyz,Inferno,7,16,2,
2017-11-10,subtLe,CLG Academy,Train,16,8,1,
2017-11-10,Eclipse,Forge,Train,16,7,1,
2017-11-10,FRENCH CANADIANS,SetToDestroyX,Cobblestone,16,10,1,
2017-11-10,FRENCH CANADIANS,SetToDestroyX,Train,16,8,1,
2017-11-10,Universe,eXtatus,Mirage,7,16,2,
2017-11-10,LFAO,Gorilla Core,Nuke,16,13,1,
2017-11-10,LFAO,Ghost Academy,Mirage,2,16,2,
2017-11-10,LFAO,Gorilla Core,Mirage,16,3,1,
2017-11-10,CLG,Complexity,Mirage,10,16,2,
2017-11-10,CheckSix,Good People,Nuke,16,13,1,
2017-11-10,SoaR,FRENCH CANADIANS,Cache,11,16,2,
2017-11-10,Ghost Academy,Gorilla Core,Mirage,17,19,2,
2017-11-10,Nexus,Fire Dragoon,Mirage,16,5,1,
2017-11-10,Beacon,LFAO,Nuke,6,16,2,
2017-11-10,Luminosity,OpTic,Train,11,16,2,
2017-11-10,Complexity,CLG,Train,16,14,1,
2017-11-10,FRENCH CANADIANS,Rise Nation,Nuke,16,14,1,
2017-11-10,OpTic,Luminosity,Nuke,11,16,2,
2017-11-10,Immortals,Splyce,Cobblestone,3,16,2,
2017-11-10,Ghost,Renegades,Train,8,16,2,
2017-11-10,ViCi,SCARZ Absolute,Train,16,2,1,
2017-11-10,Splyce,Immortals,Train,16,5,1,
2017-11-10,Renegades,Ghost,Mirage,16,13,1,
2017-11-10,Universe,eXtatus,Overpass,12,16,2,
2017-11-10,ex-Denial,Iceberg,Inferno,16,11,1,
2017-11-10,iGame.com,1337HUANIA,Mirage,16,5,1,
2017-11-10,Spirit,CHAOS,Overpass,16,11,1,
2017-11-10,Natus Vincere,Heroic,Train,12,16,2,
2017-11-10,Gale Force,Keymotion,Mirage,16,9,1,
2017-11-10,Gale Force,Keymotion,Cache,16,11,1,
2017-11-10,LDLC,North,Cobblestone,9,16,2,
2017-11-10,Heroic,mousesports,Nuke,8,16,2,
2017-11-10,North,LDLC,Overpass,16,12,1,
2017-11-10,Spirit,Invictus Aquilas,Nuke,16,10,1,
2017-11-10,passions,Epsilon,Mirage,16,6,1,
2017-11-10,passions,Epsilon,Overpass,17,19,2,
2017-11-10,passions,Epsilon,Train,16,7,1,
2017-11-10,Natus Vincere,BIG,Overpass,16,12,1,
2017-11-10,FlipSid3,Fragsters,Mirage,9,16,2,
2017-11-10,Virtus.pro,Singularity,Cobblestone,16,9,1,
2017-11-10,mousesports,Heroic,Mirage,16,13,1,
2017-11-10,Kinguin,Invictus Aquilas,Cobblestone,16,6,1,
2017-11-10,pro100,VenatoreS,Cobblestone,16,6,1,
2017-11-10,Gambit,Virtus.pro,Cache,12,16,2,
2017-11-10,Natus Vincere,Heroic,Nuke,2,16,2,
2017-11-10,MAD Lions,gBots,Mirage,10,16,2,
2017-11-10,MAD Lions,gBots,Cache,13,16,2,
2017-11-10,pro100,VenatoreS,Mirage,16,10,1,
2017-11-10,Spirit,Endpoint,Inferno,16,13,1,
2017-11-10,Gale Force,Keymotion,Overpass,6,16,2,
2017-11-10,AGO,FlipSid3,Train,16,14,1,
2017-11-10,Spirit,iGame.com,Mirage,16,14,1,
2017-11-10,BIG,Natus Vincere,Train,11,16,2,
2017-11-10,Fragsters,Kinguin,Mirage,16,6,1,
2017-11-09,GX,Ghost Academy,Train,16,19,2,
2017-11-09,Mythic,Cloud9,Mirage,8,16,2,
2017-11-09,Naventic,SoaR,Nuke,13,16,2,
2017-11-09,Gorilla Core,ex-Morior Invictus,Mirage,16,14,1,
2017-11-09,FRENCH CANADIANS,Iceberg,Cache,7,16,2,
2017-11-09,Renegades,Luminosity,Cache,14,16,2,
2017-11-09,CLG Academy,Bushido Boyz,Inferno,7,16,2,
2017-11-09,HAVU,forZe,Inferno,16,12,1,
2017-11-09,Athletico,AVANT,Cobblestone,16,5,1,
2017-11-09,Mythic,Cloud9,Inferno,14,16,2,
2017-11-09,ex-Denial,subtLe,Cache,12,16,2,
2017-11-09,Tainted Minds,SIN,Inferno,16,2,1,
2017-11-09,Noxide,Riotous,Cache,23,25,2,
2017-11-09,MVP PK,Fire Dragoon,Cache,16,3,1,
2017-11-09,Tainted Minds,seadoggs,Mirage,16,8,1,
2017-11-09,LDLC,Singularity,Cache,16,14,1,
2017-11-09,Rise Nation,CLG Academy,Inferno,16,5,1,
2017-11-09,Nexus,MVP PK,Mirage,13,16,2,
2017-11-09,BootKamp,SK,Cobblestone,9,16,2,
2017-11-09,Adaptation,Mostly Harmless,Mirage,16,5,1,
2017-11-09,Rise Nation,FRENCH CANADIANS,Overpass,12,16,2,
2017-11-09,NRG,Liquid,Mirage,16,14,1,
2017-11-09,Misfits,Ghost,Nuke,16,14,1,
2017-11-09,Liquid,NRG,Inferno,16,11,1,
2017-11-09,BootKamp,SK,Mirage,15,19,2,
2017-11-09,1337HUANIA,Spirit,Overpass,16,14,1,
2017-11-09,CLG,OpTic,Train,8,16,2,
2017-11-09,Rise Nation,FRENCH CANADIANS,Train,16,8,1,
2017-11-09,Rise Nation,FRENCH CANADIANS,Inferno,16,13,1,
2017-11-09,SoaR,subtLe,Mirage,19,15,1,
2017-11-09,Ghost,Misfits,Train,8,16,2,
2017-11-09,Mythic,LFAO,Inferno,10,16,2,
2017-11-09,Torqued,Mostly Harmless,Inferno,16,4,1,
2017-11-09,GX,CheckSix,Cache,16,9,1,
2017-11-09,Luminosity,Renegades,Train,16,8,1,
2017-11-09,OpTic,CLG,Inferno,7,16,2,
2017-11-09,Beacon,Mythic,Overpass,16,14,1,
2017-11-09,Kinguin,RESISTANCE,Mirage,16,0,1,
2017-11-09,LDLC,Singularity,Overpass,16,5,1,
2017-11-09,mousesports,fnatic,Mirage,14,16,2,
2017-11-09,HellRaisers,G2,Cobblestone,13,16,2,
2017-11-09,Gambit,Space Soldiers,Mirage,16,13,1,
2017-11-09,Heroic,NiP,Nuke,9,16,2,
2017-11-09,ALTERNATE aTTaX,iGame.com,Train,16,8,1,
2017-11-09,GODSENT,Virtus.pro,Cache,8,16,2,
2017-11-09,TOXIC,hASSeLsNOk,Overpass,16,12,1,
2017-11-09,Kinguin,Epsilon,Cache,16,14,1,
2017-11-09,Spirit,Fragsters,Mirage,8,16,2,
2017-11-09,Astralis,Envy,Train,6,16,2,
2017-11-09,Virtus.pro,GODSENT,Train,16,8,1,
2017-11-09,North,Heroic,Overpass,12,16,2,
2017-11-09,SK,TeamOne,Cache,16,14,1,
2017-11-09,SK,TeamOne,Overpass,16,10,1,
2017-11-09,Singularity,Space Soldiers,Inferno,17,19,2,
2017-11-09,Envy,Astralis,Nuke,9,16,2,
2017-11-09,Heroic,North,Train,11,16,2,
2017-11-09,FlipSid3,Virtus.pro,Nuke,10,16,2,
2017-11-09,TEAM5,Red Reserve,Cobblestone,9,16,2,
2017-11-09,Astralis,FaZe,Inferno,13,16,2,
2017-11-09,Red Reserve,Epsilon,Mirage,16,12,1,
2017-11-09,SJ,FlipSid3,Mirage,16,11,1,
2017-11-09,G2,HellRaisers,Inferno,10,16,2,
2017-11-09,Crowns,PRIDE,Cobblestone,16,8,1,
2017-11-09,Spirit,TEAM5,Inferno,16,14,1,
2017-11-09,fnatic,mousesports,Inferno,14,16,2,
2017-11-09,Seed,iGame.com,Mirage,13,16,2,
2017-11-09,INFURITY,passions,Train,8,16,2,
2017-11-09,Fragsters,Virtus.pro,Inferno,16,4,1,
2017-11-09,ALTERNATE aTTaX,RESISTANCE,Cobblestone,16,9,1,
2017-11-09,Spirit Academy,ALTERNATE aTTaX,Overpass,11,16,2,
2017-11-09,FaZe,Astralis,Mirage,10,16,2,
2017-11-09,aAa,Epsilon,Cobblestone,16,9,1,
2017-11-09,iGame.com,Space Soldiers,Mirage,12,16,2,
2017-11-09,Virtus.pro,Invictus Aquilas,Cache,16,7,1,
2017-11-09,TOXIC,INFURITY,Inferno,16,8,1,
2017-11-09,NiP,Heroic,Overpass,25,21,1,
2017-11-09,NYYRIKKI,hASSeLsNOk,Mirage,14,16,2,
2017-11-09,Spirit,aAa,Nuke,2,16,2,
2017-11-08,Masterminds,Kings,Mirage,4,16,2,
2017-11-08,Cloud9,Liquid,Mirage,13,16,2,
2017-11-08,Mostly Harmless,Naventic,Cobblestone,8,16,2,
2017-11-08,LFAO,SetToDestroyX,Train,16,10,1,
2017-11-08,LFAO,SetToDestroyX,Mirage,16,6,1,
2017-11-08,Iceberg,Gale Force,Inferno,16,14,1,
2017-11-08,SIN,Corvidae,Overpass,7,16,2,
2017-11-08,eXtatus,ALTERNATE aTTaX,Train,16,13,1,
2017-11-08,Legacy,Noxide,Cache,16,9,1,
2017-11-08,Tainted Minds,Kings,Inferno,16,10,1,
2017-11-08,Corvidae,Dark Sided,Train,16,5,1,
2017-11-08,Seed,Nemiga,Cobblestone,16,9,1,
2017-11-08,Seed,Nemiga,Inferno,11,16,2,
2017-11-08,Seed,Nemiga,Overpass,16,9,1,
2017-11-08,FaZe,GODSENT,Inferno,16,3,1,
2017-11-08,Gale Force,ex-Denial,Cache,19,16,1,
2017-11-08,Torqued,Ghost Academy,Train,14,16,2,
2017-11-08,Rogue,Renegades,Mirage,19,16,1,
2017-11-08,subtLe,Adaptation,Train,19,17,1,
2017-11-08,Bushido Boyz,Mythic,Mirage,12,16,2,
2017-11-08,Vexed,Singularity,Inferno,16,10,1,
2017-11-08,Luminosity,CLG,Inferno,13,16,2,
2017-11-08,NRG,Misfits,Mirage,8,16,2,
2017-11-08,CLG,Luminosity,Train,14,16,2,
2017-11-08,Renegades,Rogue,Overpass,19,16,1,
2017-11-08,Misfits,NRG,Overpass,6,16,2,
2017-11-08,Rise Nation,Torqued,Inferno,16,10,1,
2017-11-08,Gale Force,CheckSix,Cache,16,6,1,
2017-11-08,SoaR,Good People,Nuke,16,2,1,
2017-11-08,LFAO,CLG Academy,Overpass,19,17,1,
2017-11-08,GX,Beacon,Train,16,8,1,
2017-11-08,Gorilla Core,Naventic,Mirage,16,5,1,
2017-11-08,Liquid,Cloud9,Cobblestone,2,16,2,
2017-11-08,Mostly Harmless,Good People,Inferno,16,12,1,
2017-11-08,Bushido Boyz,Mythic,Inferno,14,16,2,
2017-11-08,eXtatus,Gambit,Train,16,9,1,
2017-11-08,eXtatus,Red Reserve,Mirage,1,16,2,
2017-11-08,GODSENT,FaZe,Mirage,8,16,2,
2017-11-08,aAa,Virtus.pro,Inferno,13,16,2,
2017-11-08,Epsilon,WASD,Overpass,11,16,2,
2017-11-08,eXtatus,Fragsters,Inferno,10,16,2,
2017-11-08,Red Reserve,Endpoint,Overpass,10,16,2,
2017-11-08,AGO,Crowns,Inferno,6,16,2,
2017-11-08,Space Soldiers,SJ,Mirage,16,4,1,
2017-11-08,ALTERNATE aTTaX,Kinguin,Cobblestone,16,5,1,
2017-11-08,Tricked,NOVA,Train,16,4,1,
2017-11-08,FaZe,fnatic,Mirage,7,16,2,
2017-11-08,Immortals,TeamOne,Train,19,16,1,
2017-11-08,aAa,Fragsters,Nuke,16,12,1,
2017-11-08,fnatic,FaZe,Cache,16,12,1,
2017-11-08,Astralis,Natus Vincere,Inferno,19,15,1,
2017-11-08,Immortals,TeamOne,Cache,7,16,2,
2017-11-08,Immortals,TeamOne,Overpass,13,16,2,
2017-11-08,Crowns,ALTERNATE aTTaX,Train,8,16,2,
2017-11-08,SJ,PRIDE,Mirage,16,14,1,
2017-11-08,Natus Vincere,Astralis,Nuke,4,16,2,
2017-11-08,HellRaisers,mousesports,Inferno,16,10,1,
2017-11-08,1337HUANIA,Crowns,Overpass,10,16,2,
2017-11-08,G2,Astralis,Nuke,16,11,1,
2017-11-08,PRIDE,Gambit,Train,16,11,1,
2017-11-08,DreamEaters,EPG,Train,10,16,2,
2017-11-08,Kinguin,Space Soldiers,Cobblestone,16,3,1,
2017-11-08,Seed,WASD,Inferno,16,14,1,
2017-11-08,Singularity,PRIDE,Cache,8,16,2,
2017-11-08,mousesports,HellRaisers,Mirage,16,6,1,
2017-11-08,1337HUANIA,TEAM5,Inferno,16,4,1,
2017-11-08,Red Reserve,eXtatus,Overpass,16,5,1,
2017-11-08,aAa,TEAM5,Inferno,16,10,1,
2017-11-08,Space Soldiers,AGO,Train,7,16,2,
2017-11-08,ALTERNATE aTTaX,WASD,Train,13,16,2,
2017-11-08,Singularity,Crowns,Mirage,16,6,1,
2017-11-08,AGO,Gambit,Train,16,4,1,
2017-11-08,Astralis,G2,Overpass,12,16,2,
2017-11-07,Kings,Conspiracy,Mirage,16,8,1,
2017-11-07,ALTERNATE aTTaX,CHAOS,Cobblestone,7,16,2,
2017-11-07,GODSENT,NiP,Overpass,16,14,1,
2017-11-07,PRIDE,NOVA,Cache,16,5,1,
2017-11-07,ALTERNATE aTTaX,Seed,Train,16,13,1,
2017-11-07,AGO,Kinguin,Cobblestone,16,7,1,
2017-11-07,EPG,TEAM5,Cache,1,16,2,
2017-11-07,Windigo,ALTERNATE aTTaX,Cobblestone,9,16,2,
2017-11-07,Naventic,Gorilla Core,Overpass,12,16,2,
2017-11-07,Naventic,Gorilla Core,Nuke,12,16,2,
2017-11-07,Naventic,Gorilla Core,Cobblestone,16,5,1,
2017-11-07,Mostly Harmless,Bushido Boyz,Overpass,11,16,2,
2017-11-07,Good People,LFAO,Inferno,10,16,2,
2017-11-07,Beacon,Good People,Train,16,12,1,
2017-11-07,Beacon,Good People,Cache,16,12,1,
2017-11-07,eXtatus,aAa,Cobblestone,16,14,1,
2017-11-07,Acapella,hASSeLsNOk,Cache,16,11,1,
2017-11-07,Envy,BIG,Train,16,4,1,
2017-11-07,BIG,Envy,Cache,13,16,2,
2017-11-07,Astralis,Heroic,Train,16,3,1,
2017-11-07,NiP,GODSENT,Train,16,14,1,
2017-11-07,Locastic,Zonic,Inferno,4,16,2,
2017-11-07,GODSENT,G2,Cache,15,19,2,
2017-11-07,FURIA,TeamOne,Cobblestone,9,16,2,
2017-11-07,Heroic,Astralis,Inferno,6,16,2,
2017-11-07,G2,GODSENT,Inferno,16,11,1,
2017-11-07,Kinguin,ALTERNATE aTTaX,Train,16,14,1,
2017-11-07,Immortals,Brasil Gaming House,Overpass,16,4,1,
2017-11-07,aAa,Gambit,Cache,12,16,2,
2017-11-07,Squared,Ripple,Cache,4,16,2,
2017-11-07,Squared,Ripple,Inferno,16,7,1,
2017-11-07,Locastic,Zonic,Cobblestone,14,16,2,
2017-11-07,Squared,Ripple,Nuke,16,3,1,
2017-11-07,1337HUANIA,Invictus Aquilas,Cache,7,16,2,
2017-11-07,Singularity,CHAOS,Cache,7,16,2,
2017-11-06,Gale Force,Tempo Storm,Overpass,16,11,1,
2017-11-06,Chiefs,Tainted Minds,Cobblestone,9,16,2,
2017-11-06,Chiefs,Noxide,Nuke,16,10,1,
2017-11-06,Gale Force,Tempo Storm,Mirage,10,16,2,
2017-11-06,Bushido Boyz,LFAO,Inferno,16,11,1,
2017-11-06,Gale Force,Tempo Storm,Nuke,16,5,1,
2017-11-06,Adaptation,Good People,Inferno,16,7,1,
